Platform,Date_Crawl,brand,product_name,current_price,discount_price,discount,sold_quanlity,rating_average,rating_count,time_comment,content_cmt,status,color,capacy
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/1/2023,The color black titanium is really nice. It has a good quality. ,,,
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/28/2023,"Tính năng: ok
 Chất lượng: ok
 Chất liệu: ok
Săn sale 11.11 iphone pro 256gb giá siêu rẻ 25995k ",,Bule Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/20/2023,Máy quá đẹp. Cảm ơn apple flagship. Có nhiều ưu đãi hơn mình lại mua tiếp.  ,,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/13/2023,"Tính năng: tụt pin nhanh hết hồn, kg xài vẫn tụt 20% dù đã tắt hết chức năng ảnh hưởng tới pin. Gõ phím lúc nhắn tin bị lag tất cả các app luôn, Chậm như slow motion film cô dâu 80 tuổi (cái này nhiều người complain trên Google lắm) iPhone 7 bấm còn nhanh hơn. Load web nhanh nhưng bấm các nút trên web kg ăn, kg đi. 
 Chất lượng: chụp hình kg đẹp hơn iPhone 12 nhiều. Khác biệt chừng 5%. Kg khiến mình wow lên nên mua iPhone 15 xài cho rẻ. 
 Chất liệu: dt rất nặng mình cảm nhận nó nặng gấp đôi cái iPhone 12 cũ của mình, mà ai bảo nó nhẹ hơn mấy chục gram!?? Đeo ốp vô nữa cầm tê cổ tay luôn.
Có ai mua bị tình trạng giống mình kg? Hay tại mình xu nên trúng ngay con máy lỗi thế? ",,White Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/21/2023,Hàng giao nhanh gia tốt tôi rất hài lòng hàng giao nhanh giá tốt  ,,Black Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/12/2023,"Đóng gói hơi lâu, giao chuẩn sản phẩm ship uy tín kcan mua thêm bảo hiểm ",,,
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/12/2023,"Chất lượng màn hình ấn tượng, Thiết kế đẹp mắt, Giao diện dễ sử dụng,  ",,Bule Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/20/2023,"mua sale giá hợp lý , sản phẩm của Apple thì ok rồi ........... ",,Natural Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/15/2023,Chánnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn ,,Bule Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/16/2023,"Tính năng:  hhdjsjs hshsbd jsjsj
 Chất lượng:  hdjjdjs ndjdjdibd 
 Chất liệu:  nhéuiaajajsjjsjs ",,Natural Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/28/2023,"Thời lượng pin lâu dài, Chất lượng màn hình ấn tượng, Màn hình sống động và rực rỡ, Thiết kế đẹp mắt, Hiệu suất camera mạnh mẽ, Thiết kế mượt mà và thanh lịch, Giao diện dễ sử dụng, Bộ xử lý nhanh chóng và hiệu quả,  ",,White Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,10/28/2023,"Tính năng: không gì phải bàn
 Chất lượng: không gì phải bàn cải.
 Chất liệu: tuyệt vời. Nhẹ.
Máy mượt, Shipper cẩn thận kỹ tính khi giao sp giá trị cao.
 ",,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,10/26/2023,hàng chính hãng. hỗ trợ nhiệt tình ,,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,10/25/2023,Cảm ưng mượt mà; giao hàng chuẩ thời gian cam kêt ,,White Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,10/17/2023,Đóng gói tốt. Giao hàng cẩn thận ,,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,10/13/2023,"Máy cực đẹp, cầm nhẹ tay, màu sang chảnh mua được giá hời nữa ",,Natural Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,10/13/2023,đánh giá sau  ,,White Titanium,512GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,10/12/2023,Nhận hàng run rẩy nhưng được cái đóng hàng cẩn thận. Bao bọc kỹ càng. Màu siêu đẹp. Sự khác biệt lớn nhất so với em 14. Nói chunb 10 điểm ,,Natural Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,10/2/2023,"Hàng chuẩn chính hãng Apple, vận chuyển trong 24h sau khi thanh toán, niêm phong Lazada đầy đủ, đóng gói, chống sốc cẩn thận. Hiện chưa có gì phải phàn nàn. ",,Natural Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,10/6/2023,"Tính năng:ok
 Chất lượng:ok
 Chất liệu:ok
tốt
cực kỳ tốt, máy đẹp xịn xò, chụp hình siêu đẹp, xài rất thích Tính năng:ok
 Chất lượng:ok
 Chất liệu:ok
tốt
cực kỳ tốt, máy đẹp xịn xò, chụp hình siêu đẹp, xài rất thích ",,White Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,9/30/2023,Luôn giao đúng hạn nên năm nào cũng mua IPhone trên Laz ,,Natural Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,,"Thời lượng pin lâu dài, Hiệu suất camera mạnh mẽ, Chất lượng màn hình ấn tượng,  ",,Natural Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/19/2023,"Chất lượng:chính hãng
 Chất liệu:titan
 Tính năng:iphone 15 pro ",,White Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/19/2023,"Bộ xử lý nhanh chóng và hiệu quả, Giao diện dễ sử dụng, Thời lượng pin lâu dài, Thiết kế mượt mà và thanh lịch,  ",,,
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/19/2023,"Khả năng chụp ảnh tuyệt vời, Bộ xử lý nhanh chóng và hiệu quả, Dung lượng lưu trữ đáng kể, Màn hình sống động và rực rỡ,  ",,White Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/7/2023,Ok ,,Black Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,4/21/2024,Quà 8.3 vợ rất khen ,,Natural Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,,"Chất lượng màn hình ấn tượng, Bộ xử lý nhanh chóng và hiệu quả,  ",,Bule Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,,Quality:  I’m really enjoying this phone.  I usually buy Samsung but I feel this phone is easier to use. ,,,
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,2/8/2024,"Bộ xử lý nhanh chóng và hiệu quả, Dung lượng lưu trữ đáng kể, Màn hình sống động và rực rỡ,  ",,Bule Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,1/4/2024,"sp chuẩn hãng, Thiết kế mượt mà và thanh lịch,  ",,Bule Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/15/2023,"Điện thoại siêu đẹp, mua trong dịp sale nên giá khá ổn áp. Shipper cũng rất dễ thương.  ",,Bule Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/14/2023,"hàng chính hãng, sale 12.12 mình mua giá 26.5tr quá là ưng, rẻ hơn cửa hàng cả triệu. lazada giao hàng nhanh chóng, đảm bảo an toàn. hoàn toàn hài lòng khi lần đầu mua món hàng giá trị cao như vậy ở lazada  ",,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/19/2023,Hàng nhận xuất sắc ,,White Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/25/2023,"Ok lần đầu mua điện thoại trên lá zà đa uy tín đấy, giao hàng nhanh,  ",,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/27/2023,"Hàng chính hãng , giao nhanh. 
Mua nhiều lần  ",,Natural Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/18/2023,"Chất lượng: ok
 ",,Bule Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/18/2023,"Tính năng: ok
 ",,Bule Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/18/2023,"Mua đợt 11/11 nên áp được voucher 2 triệu, hàng nhận về nguyên box, có tem niêm phong lazada nên rất yên tâm ",,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/18/2023,"Tính năng: ổn
 Chất lượng:  ổn
 Chất liệu:  ổn ",,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/20/2023,"Giao diện dễ sử dụng,  ",,Natural Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/16/2023,"Hàng nguyên seal chính hãng, chưa kích hoạt. Giao hàng lâu (1 tuần) đi tỉnh. ",,,
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/18/2023,Chất lượng:  ok ,,Black Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/18/2023,Chất lượng:  ok ,,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/18/2023,Quality:  excellent ,,,
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/15/2023,Dt chất lượng 🥰 ,,Black Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/2/2023,"Chất lượng:  good
 Tính năng:  good
 Chất liệu:  good
hài lòng ",,Natural Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,10/31/2023,"Đã nhận hàng từ ngày 12/10 mà đến nay chưa nhận được hoá đơn vat, rồi không biết khi nào nhận được ??
Chế độ bảo hành thì bắt buộc phải kèm hoá đơn 😅

Mình nghĩ apple Việt Nam nên xem lại cách bảo hành vì máy có xuất xứ vn thì được bảo hành ở vn, chứ còn đòi xuất hoá đơn chi cho thêm. Rắc rối ",,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,10/17/2023,"Lỗi sim, màn hình bị sọc. Mất công đi bảo hành ",,,
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,10/20/2023,"  ngoại trừ việc vận chuyển hơi lâu, chậm hơn cả dự kiến ban đầu thì mọi thứ đều ok ",,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,10/21/2023,OK NHƯNG PIN HƠI YẾU NHE ,,Black Titanium,512GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,10/13/2023,"hàng rất tốt, ngon lành, máy mượt ",,Natural Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,9/29/2023,Chất lượng:  như hình. Giao đúng ngày luôn ,,Natural Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/26/2023,"Thời lượng pin lâu dài,  ",,White Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/19/2023,"Tính năng:  tốt
 Chất lượng:  tốt
 Chất liệu:  tốt ",,Natural Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/12/2023,Chất lượng:rất tốt ,,Black Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/12/2023,Ok ,,Natural Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,10/10/2023,Ok ,,,
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/18/2023,,,Bule Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,10/28/2023,,,White Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/20/2023,"Chụp hình rất nhanh nóng máy so với iphone khác đang dùng, không biết có vấn đề ko.
 ",,,
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/12/2023,,,Black Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/12/2023,,,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,10/4/2023,,,Natural Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,,,,White Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,,,,,
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,,,,Bule Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,,,,Bule Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,,,,Bule Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,,,,Natural Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,,,,Bule Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,,,,Bule Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,,,,Bule Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,2/5/2024,,,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,2/4/2024,,,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,2/4/2024,,,Bule Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,2/4/2024,,,Bule Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,2/3/2024,,,Bule Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,2/10/2024,,,Natural Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,1/31/2024,,,,
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,1/20/2024,,,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,1/9/2024,,,Black Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,1/8/2024,,,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,1/18/2024,,,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,1/13/2024,,,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,1/15/2024,,,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,1/11/2024,,,White Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,1/19/2024,,,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,1/15/2024,,,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,1/8/2024,,,,
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,1/21/2024,,,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,1/7/2024,,,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,1/7/2024,,,White Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,1/16/2024,,,Bule Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,1/6/2024,,,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,1/7/2024,,,Bule Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,1/11/2024,,,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,1/7/2024,,,Natural Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,1/6/2024,,,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,1/9/2024,,,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,1/15/2024,,,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,1/9/2024,,,White Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/17/2023,,,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/18/2023,,,Natural Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/20/2023,,,Natural Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/29/2023,,,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/14/2023,,,White Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/21/2023,,,Bule Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/14/2023,,,White Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/21/2023,,,White Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/25/2023,,,White Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/23/2023,,,White Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/13/2023,,,White Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/12/2023,,,White Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/12/2023,,,Black Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/13/2023,,,,
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/1/2023,,,White Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/7/2023,,,White Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/18/2023,,,Bule Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/18/2023,,,Black Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/12/2023,,,Bule Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/17/2023,,,White Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/17/2023,,,Black Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/17/2023,,,White Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/19/2023,,,Natural Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/28/2023,,,Natural Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/18/2023,,,Natural Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/17/2023,,,White Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/12/2023,,,Black Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/18/2023,,,Natural Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/21/2023,,,Black Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/18/2023,,,Natural Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/17/2023,,,Natural Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/17/2023,,,,
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/17/2023,,,,
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/16/2023,,,Natural Titanium,256GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,12/15/2023,,,Natural Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/17/2023,,,,
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/16/2023,,,White Titanium,128GB
Lazada,3/13/2024,Apple,Apple iPhone 15 Pro,28.999.000 ₫,26.590.000 ₫,-8%,1,,272,11/17/2023,,,Natural Titanium,128GB
