Platform,URL,Date Crawled,Product Title,Current Price,Discounted Price,Discount,Rating Average,Rating Count
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-256gb,3/21/2024,Điện thoại iPhone 15 256GB,25.990.000₫,23.690.000₫,-8%,4.7,6 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-plus,3/21/2024,Điện thoại iPhone 15 Plus 128GB,25.990.000₫,23.690.000₫,-8%,4.3,22 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-plus-256gb,3/21/2024,Điện thoại iPhone 15 Plus 256GB,28.990.000₫,26.690.000₫,-7%,4.6,15 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro,3/21/2024,Điện thoại iPhone 15 Pro 128GB,28.990.000₫,26.990.000₫,-6%,4.9,15 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-256gb,3/21/2024,Điện thoại iPhone 15 Pro 256GB,31.990.000₫,28.990.000₫,-9%,4.5,42 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-512gb,3/21/2024,Điện thoại iPhone 15 Pro 512GB,37.990.000₫,35.990.000₫,-5%,4.4,5 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-max,3/21/2024,Điện thoại iPhone 15 Pro Max 256GB,34.990.000₫,30.990.000₫,-11%,4.3,84 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-max-512gb,3/21/2024,Điện thoại iPhone 15 Pro Max 512GB,40.990.000₫,37.990.000₫,-7%,4.5,21 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-max-1tb,3/21/2024,Điện thoại iPhone 15 Pro Max 1TB,46.990.000₫,44.990.000₫,-4%,4.6,9 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe-5g,3/21/2024,Điện thoại Samsung Galaxy S23 FE 5G 128GB - Phiên Bản Chuẩn,14.890.000₫,13.390.000₫,-10%,4.4,6 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-ultra,3/21/2024,Điện thoại Samsung Galaxy S23 Ultra 5G 256GB,,24.990.000₫,,4.5,121 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-ultra-5g-512gb,3/21/2024,Điện thoại Samsung Galaxy S23 Ultra 5G 512GB,36.990.000₫,27.990.000₫,(-24%),4.7,93 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,3/21/2024,Điện thoại Samsung Galaxy S23 FE 5G 128GB - Màu Đặc Quyền,,14.890.000₫,,3.2,36 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15,3/22/2024,Điện thoại iPhone 15 128GB,22.990.000₫,20.690.000₫,-10%,4.6,18 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-256gb,3/22/2024,Điện thoại iPhone 15 256GB,25.990.000₫,23.690.000₫,-8%,4.7,6 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-plus,3/22/2024,Điện thoại iPhone 15 Plus 128GB,25.990.000₫,23.690.000₫,-8%,4.3,22 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-plus-256gb,3/22/2024,Điện thoại iPhone 15 Plus 256GB,28.990.000₫,26.690.000₫,-7%,4.6,15 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro,3/22/2024,Điện thoại iPhone 15 Pro 128GB,28.990.000₫,26.990.000₫,-6%,4.9,15 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-256gb,3/22/2024,Điện thoại iPhone 15 Pro 256GB,31.990.000₫,28.990.000₫,-9%,4.5,42 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-512gb,3/22/2024,Điện thoại iPhone 15 Pro 512GB,37.990.000₫,35.990.000₫,-5%,4.4,5 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-max,3/22/2024,Điện thoại iPhone 15 Pro Max 256GB,34.990.000₫,30.990.000₫,-11%,4.3,87 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-max-512gb,3/22/2024,Điện thoại iPhone 15 Pro Max 512GB,40.990.000₫,37.990.000₫,-7%,4.5,21 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-max-1tb,3/22/2024,Điện thoại iPhone 15 Pro Max 1TB,46.990.000₫,44.990.000₫,-4%,4.6,9 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe-5g,3/22/2024,Điện thoại Samsung Galaxy S23 FE 5G 128GB - Phiên Bản Chuẩn,14.890.000₫,13.390.000₫,-10%,4.4,8 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-ultra,3/22/2024,Điện thoại Samsung Galaxy S23 Ultra 5G 256GB,,24.990.000₫,,4.5,121 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-ultra-5g-512gb,3/22/2024,Điện thoại Samsung Galaxy S23 Ultra 5G 512GB,36.990.000₫,27.990.000₫,(-24%),4.7,93 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,3/22/2024,Điện thoại Samsung Galaxy S23 FE 5G 128GB - Màu Đặc Quyền,14.890.000₫,13.390.000₫,-10%,3.2,36 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15,3/23/2024,Điện thoại iPhone 15 128GB,22.990.000₫,20.690.000₫,-10%,4.4,20 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-256gb,3/23/2024,Điện thoại iPhone 15 256GB,25.990.000₫,23.690.000₫,-8%,4.7,6 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-plus,3/23/2024,Điện thoại iPhone 15 Plus 128GB,25.990.000₫,23.690.000₫,-8%,4.3,22 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-plus-256gb,3/23/2024,Điện thoại iPhone 15 Plus 256GB,28.990.000₫,26.690.000₫,-7%,4.6,15 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro,3/23/2024,Điện thoại iPhone 15 Pro 128GB,28.990.000₫,26.990.000₫,-6%,4.9,15 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-256gb,3/23/2024,Điện thoại iPhone 15 Pro 256GB,31.990.000₫,28.990.000₫,-9%,4.5,42 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-512gb,3/23/2024,Điện thoại iPhone 15 Pro 512GB,37.990.000₫,35.990.000₫,-5%,4.4,5 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-max,3/23/2024,Điện thoại iPhone 15 Pro Max 256GB,34.990.000₫,30.990.000₫,-11%,4.4,87 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-max-512gb,3/23/2024,Điện thoại iPhone 15 Pro Max 512GB,40.990.000₫,37.990.000₫,-7%,4.5,21 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-max-1tb,3/23/2024,Điện thoại iPhone 15 Pro Max 1TB,46.990.000₫,44.990.000₫,-4%,4.6,9 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe-5g,3/23/2024,Điện thoại Samsung Galaxy S23 FE 5G 128GB - Phiên Bản Chuẩn,14.890.000₫,13.390.000₫,-10%,4.4,8 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-ultra,3/23/2024,Điện thoại Samsung Galaxy S23 Ultra 5G 256GB,,24.990.000₫,,4.5,121 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-ultra-5g-512gb,3/23/2024,Điện thoại Samsung Galaxy S23 Ultra 5G 512GB,36.990.000₫,27.990.000₫,(-24%),4.7,93 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,3/23/2024,Điện thoại Samsung Galaxy S23 FE 5G 128GB - Màu Đặc Quyền,14.890.000₫,13.390.000₫,-10%,3.2,36 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15,3/24/2024,Điện thoại iPhone 15 128GB,22.990.000₫,20.690.000₫,-10%,4.4,22 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-256gb,3/24/2024,Điện thoại iPhone 15 256GB,25.990.000₫,23.690.000₫,-8%,4.7,6 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-plus,3/24/2024,Điện thoại iPhone 15 Plus 128GB,25.990.000₫,23.690.000₫,-8%,4.3,22 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-plus-256gb,3/24/2024,Điện thoại iPhone 15 Plus 256GB,28.990.000₫,26.690.000₫,-7%,4.6,15 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro,3/24/2024,Điện thoại iPhone 15 Pro 128GB,28.990.000₫,26.990.000₫,-6%,4.9,15 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-256gb,3/24/2024,Điện thoại iPhone 15 Pro 256GB,31.990.000₫,28.990.000₫,-9%,4.5,42 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-512gb,3/24/2024,Điện thoại iPhone 15 Pro 512GB,37.990.000₫,35.990.000₫,-5%,4.4,5 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-max,3/24/2024,Điện thoại iPhone 15 Pro Max 256GB,34.990.000₫,30.990.000₫,-11%,4.4,87 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-max-512gb,3/24/2024,Điện thoại iPhone 15 Pro Max 512GB,40.990.000₫,37.990.000₫,-7%,4.5,21 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-max-1tb,3/24/2024,Điện thoại iPhone 15 Pro Max 1TB,46.990.000₫,44.990.000₫,-4%,4.6,9 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe-5g,3/24/2024,Điện thoại Samsung Galaxy S23 FE 5G 128GB - Phiên Bản Chuẩn,14.890.000₫,13.390.000₫,-10%,4.4,8 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-ultra,3/24/2024,Điện thoại Samsung Galaxy S23 Ultra 5G 256GB,,24.990.000₫,,4.5,121 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-ultra-5g-512gb,3/24/2024,Điện thoại Samsung Galaxy S23 Ultra 5G 512GB,36.990.000₫,27.990.000₫,(-24%),4.7,93 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,3/24/2024,Điện thoại Samsung Galaxy S23 FE 5G 128GB - Màu Đặc Quyền,14.890.000₫,13.390.000₫,-10%,3.2,36 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15,3/25/2024,Điện thoại iPhone 15 128GB,22.990.000₫,20.690.000₫,-10%,4.4,22 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-256gb,3/25/2024,Điện thoại iPhone 15 256GB,25.990.000₫,23.690.000₫,-8%,4.7,7 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-plus,3/25/2024,Điện thoại iPhone 15 Plus 128GB,25.990.000₫,23.690.000₫,-8%,4.3,22 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-plus-256gb,3/25/2024,Điện thoại iPhone 15 Plus 256GB,28.990.000₫,26.690.000₫,-7%,4.6,15 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro,3/25/2024,Điện thoại iPhone 15 Pro 128GB,28.990.000₫,26.990.000₫,-6%,4.9,15 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-256gb,3/25/2024,Điện thoại iPhone 15 Pro 256GB,31.990.000₫,28.990.000₫,-9%,4.5,42 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-512gb,3/25/2024,Điện thoại iPhone 15 Pro 512GB,37.990.000₫,35.990.000₫,-5%,4.4,5 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-max,3/25/2024,Điện thoại iPhone 15 Pro Max 256GB,34.990.000₫,30.990.000₫,-11%,4.3,88 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-max-512gb,3/25/2024,Điện thoại iPhone 15 Pro Max 512GB,40.990.000₫,37.990.000₫,-7%,4.5,21 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-max-1tb,3/25/2024,Điện thoại iPhone 15 Pro Max 1TB,46.990.000₫,44.990.000₫,-4%,4.6,9 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe-5g,3/25/2024,Điện thoại Samsung Galaxy S23 FE 5G 128GB - Phiên Bản Chuẩn,14.890.000₫,13.390.000₫,-10%,4.1,8 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-ultra,3/25/2024,Điện thoại Samsung Galaxy S23 Ultra 5G 256GB,,24.990.000₫,,4.5,121 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-ultra-5g-512gb,3/25/2024,Điện thoại Samsung Galaxy S23 Ultra 5G 512GB,36.990.000₫,27.990.000₫,(-24%),4.7,93 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,3/25/2024,Điện thoại Samsung Galaxy S23 FE 5G 128GB - Màu Đặc Quyền,14.890.000₫,13.390.000₫,-10%,3.2,37 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15,3/26/2024,Điện thoại iPhone 15 128GB,22.990.000₫,20.690.000₫,-10%,4.4,22 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-256gb,3/26/2024,Điện thoại iPhone 15 256GB,25.990.000₫,23.690.000₫,-8%,4.7,7 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-plus,3/26/2024,Điện thoại iPhone 15 Plus 128GB,25.990.000₫,23.690.000₫,-8%,4.3,24 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-plus-256gb,3/26/2024,Điện thoại iPhone 15 Plus 256GB,28.990.000₫,26.690.000₫,-7%,4.6,15 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro,3/26/2024,Điện thoại iPhone 15 Pro 128GB,28.990.000₫,26.990.000₫,-6%,4.9,15 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-256gb,3/26/2024,Điện thoại iPhone 15 Pro 256GB,31.990.000₫,28.990.000₫,-9%,4.5,42 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-512gb,3/26/2024,Điện thoại iPhone 15 Pro 512GB,37.990.000₫,35.990.000₫,-5%,4.4,5 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-max,3/26/2024,Điện thoại iPhone 15 Pro Max 256GB,34.990.000₫,30.990.000₫,-11%,4.3,88 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-max-512gb,3/26/2024,Điện thoại iPhone 15 Pro Max 512GB,40.990.000₫,37.990.000₫,-7%,4.5,21 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-max-1tb,3/26/2024,Điện thoại iPhone 15 Pro Max 1TB,46.990.000₫,44.990.000₫,-4%,4.6,9 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe-5g,3/26/2024,Điện thoại Samsung Galaxy S23 FE 5G 128GB - Phiên Bản Chuẩn,14.890.000₫,12.890.000₫,-13%,4.1,8 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-ultra,3/26/2024,Điện thoại Samsung Galaxy S23 Ultra 5G 256GB,,24.990.000₫,,4.5,121 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-ultra-5g-512gb,3/26/2024,Điện thoại Samsung Galaxy S23 Ultra 5G 512GB,36.990.000₫,27.990.000₫,(-24%),4.7,93 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,3/26/2024,Điện thoại Samsung Galaxy S23 FE 5G 128GB - Màu Đặc Quyền,14.890.000₫,12.890.000₫,-13%,3.2,37 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15,3/27/2024,Điện thoại iPhone 15 128GB,22.990.000₫,20.690.000₫,-10%,4.4,22 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-256gb,3/27/2024,Điện thoại iPhone 15 256GB,25.990.000₫,23.690.000₫,-8%,4.7,7 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-plus,3/27/2024,Điện thoại iPhone 15 Plus 128GB,25.990.000₫,23.690.000₫,-8%,4.3,24 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-plus-256gb,3/27/2024,Điện thoại iPhone 15 Plus 256GB,28.990.000₫,26.690.000₫,-7%,4.6,15 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro,3/27/2024,Điện thoại iPhone 15 Pro 128GB,28.990.000₫,26.990.000₫,-6%,4.9,15 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-256gb,3/27/2024,Điện thoại iPhone 15 Pro 256GB,31.990.000₫,28.990.000₫,-9%,4.5,42 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-512gb,3/27/2024,Điện thoại iPhone 15 Pro 512GB,37.990.000₫,35.990.000₫,-5%,4.4,5 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-max,3/27/2024,Điện thoại iPhone 15 Pro Max 256GB,34.990.000₫,30.990.000₫,-11%,4.3,88 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-max-512gb,3/27/2024,Điện thoại iPhone 15 Pro Max 512GB,40.990.000₫,37.990.000₫,-7%,4.5,21 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-max-1tb,3/27/2024,Điện thoại iPhone 15 Pro Max 1TB,46.990.000₫,44.990.000₫,-4%,4.6,9 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe-5g,3/27/2024,Điện thoại Samsung Galaxy S23 FE 5G 128GB - Phiên Bản Chuẩn,14.890.000₫,12.890.000₫,-13%,4.1,8 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-ultra,3/27/2024,Điện thoại Samsung Galaxy S23 Ultra 5G 256GB,,24.990.000₫,,4.5,121 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-ultra-5g-512gb,3/27/2024,Điện thoại Samsung Galaxy S23 Ultra 5G 512GB,36.990.000₫,27.990.000₫,(-24%),4.7,93 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,3/27/2024,Điện thoại Samsung Galaxy S23 FE 5G 128GB - Màu Đặc Quyền,14.890.000₫,12.890.000₫,-13%,3.2,37 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15,3/29/2024,Điện thoại iPhone 15 128GB,22.990.000₫,20.490.000₫,-10%,4.4,23 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-256gb,3/29/2024,Điện thoại iPhone 15 256GB,25.990.000₫,23.690.000₫,-8%,4.7,7 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-plus,3/29/2024,Điện thoại iPhone 15 Plus 128GB,25.990.000₫,23.490.000₫,-9%,4.3,24 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-plus-256gb,3/29/2024,Điện thoại iPhone 15 Plus 256GB,28.990.000₫,26.690.000₫,-7%,4.6,15 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro,3/29/2024,Điện thoại iPhone 15 Pro 128GB,28.990.000₫,26.990.000₫,-6%,4.9,15 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-256gb,3/29/2024,Điện thoại iPhone 15 Pro 256GB,31.990.000₫,28.990.000₫,-9%,4.5,42 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-512gb,3/29/2024,Điện thoại iPhone 15 Pro 512GB,37.990.000₫,35.990.000₫,-5%,4.4,5 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-max,3/29/2024,Điện thoại iPhone 15 Pro Max 256GB,34.990.000₫,30.990.000₫,-11%,4.3,90 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-max-512gb,3/29/2024,Điện thoại iPhone 15 Pro Max 512GB,40.990.000₫,37.990.000₫,-7%,4.5,22 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/iphone-15-pro-max-1tb,3/29/2024,Điện thoại iPhone 15 Pro Max 1TB,46.990.000₫,44.990.000₫,-4%,4.6,9 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe-5g,3/29/2024,Điện thoại Samsung Galaxy S23 FE 5G 128GB - Phiên Bản Chuẩn,14.890.000₫,12.890.000₫,-13%,4.2,8 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-ultra,3/29/2024,Điện thoại Samsung Galaxy S23 Ultra 5G 256GB,,24.990.000₫,,4.5,121 đánh giá
TGDĐ,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-ultra-5g-512gb,3/29/2024,Điện thoại Samsung Galaxy S23 Ultra 5G 512GB,36.990.000₫,27.990.000₫,(-24%),4.7,93 đánh giá
