Platform_x,URL,Date Crawled,Store,Product Title,brand,Current Price,Discounted Price,Discount,Available Colors,sold_quanlity,rating_averrage,rating_count,Platform_y,customer_name,time_comment,content,thank_count,rating
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,v*****4,2024-01-23 14:24 | Phân loại hàng: Natural Titanium,"Chất lượng sản phẩm: tot
Shop giao hàng nhanh, hàng y như mô tả, giá cũng rẻ hơn chỗ khác, để sử dụng thử xem",Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,dodungmevabehn,2023-11-05 23:47 | Phân loại hàng: White Titanium,"giao hàng nhanh ok , săn sale đc giá quá ngon .mdmd , dùng tốt , ổn",4,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,d*****5,2023-11-16 21:57 | Phân loại hàng: Black Titanium,"Trả lời hơi lâu, gói hàng cẩn thận, giao hàng cũng 2-3 hôm tới!!!!",1,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,giahuy2904,2023-12-25 17:09 | Phân loại hàng: Natural Titanium,"Tính năng nổi bật: iphone tinhs nangw naof thaays cung oonr
Đúng với mô tả: ddungs với mô tả
Chất lượng sản phẩm: apple thương hiệu rồi",Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,l*****8,2023-12-03 08:44 | Phân loại hàng: Natural Titanium,Hàng giao nhanh đóng gói cẩn thận mẫu mã đẹp giống hình sẽ ủng hộ lần sau,Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,v*****4,2024-02-06 15:06 | Phân loại hàng: White Titanium,"Chất lượng sản phẩm: tot
Shop giao hàng nhanh, hàng y như mô tả, giá cũng rẻ hơn chỗ khác, để sử dụng thử xem",Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,vn3216_08234,2023-11-24 18:15 | Phân loại hàng: Blue Titanium,"Chất lượng sản phẩm: tot
Shop giao hàng nhanh, hàng y như mô tả, giá cũng rẻ hơn chỗ khác, để sử dụng thử xem",Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,nekitez,2023-11-17 17:31 | Phân loại hàng: Natural Titanium,"Tính năng nổi bật: hàng chính hãng
Chất lượng sản phẩm: tốt
Đúng với mô tả: nguyên seal
iphone chính hãng shopdunk, giao nhanh, nguyên niêm phong",Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,a*****8,2024-02-23 14:43 | Phân loại hàng: Natural Titanium,"Tư vấn nhiệt tình. giao hàng nhanh, đóng gói cẩn thận, sẽ ủng hộ dài dài.",Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,nha_0408,2024-02-15 13:05 | Phân loại hàng: Black Titanium,"giao hàng nhanh, đóng gói cẩn thận, giao hàng đủ số lượng, ủng hộ shop lần sau!",Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,damducduyvblc,2023-11-26 20:09 | Phân loại hàng: Black Titanium,"Shop giao hàng nhanh
Săn sale giá rẻ hơn chút
Sẽ ủng hộ shop khi có nc sau",Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,phamhongtuan1168,2024-02-25 16:46 | Phân loại hàng: Natural Titanium,"Tính năng nổi bật: Dong goi dep can than
Hang hoá đóng gói cẩn thận ok .",Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,cotamthanhhoa,2024-01-17 11:54 | Phân loại hàng: Natural Titanium,"Chất lượng sản phẩm tốt
Giao hàng nhanh chóng
Sẽ còn ủng hộ shop",Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,l*****i,2023-12-09 21:38 | Phân loại hàng: Natural Titanium,Hàng tốt. Giao hàng nhanh. Giá thành phù hợp. Cảm ơn shop. Tks shop,Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,h*****5,2023-11-29 10:41 | Phân loại hàng: White Titanium,"Giao hàng khá nhanh, shop đóng gói cẩn thận, chất lượng sản phẩm như kỳ vọng",Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,thuyan10588,2023-10-23 21:00 | Phân loại hàng: Blue Titanium,"Giao hàng nhanh shop chu đáo, đã mua 2 máy đều tốt",3,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,k*****e,2023-11-22 22:02 | Phân loại hàng: Natural Titanium,"Sản phẩm tốt, bền
Dùng 5 năm vẫn ngon
Đồng bộ dữ liệu hơi lâu tí nhưng không sao",Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,laitrang91bn,2023-11-17 08:25 | Phân loại hàng: Blue Titanium,"Đúng với mô tả
Nhiều tính năng
Chất lượng sản phẩm tuyệt vời
Sẽ mua tiếp của shop
Hàng tốt
Máy đẹp",Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,thenguyen994,2023-12-01 13:39 | Phân loại hàng: Natural Titanium,Hàng xịn giá rẻ đáng tiền mua đi bà con ơi giá quá xời là rẻ lun á a,Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,thenguyen994,2023-12-01 13:38 | Phân loại hàng: White Titanium,Hàng xịn giá rẻ đáng tiền mua đi bà con ơi giá quá xời là rẻ lun á a,Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,anphuongtra1987,2023-10-26 08:36 | Phân loại hàng: Blue Titanium,"Hàng đẹp đúng như mô tả ! Đóng gói rất cẩn thận và chắc chắn , sẽ ủng hộ tiếp",11,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,nquynhstore,2024-01-01 14:24 | Phân loại hàng: Blue Titanium,"Tính năng nổi bật: tot
Hàng đẹp, nguyên seal, chất lượng . Chúc shop phát triển !!!",Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,phamthuy08101994,2023-12-02 11:05 | Phân loại hàng: Natural Titanium,"Máy xài tốt, cảm ơn shop, mọi ng nên mua nhé, thanh toán trước yên tâm",Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,kien22222407,2023-11-16 11:17 | Phân loại hàng: White Titanium,Đồ xịn giá rẻ nha cả nhà ơi hình ảnh video mang tính chata nhận xu,1,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,hoangtungnt92,2024-02-23 16:54 | Phân loại hàng: Natural Titanium,"Đúng với mô tả: ngon
Chất lượng sản phẩm: good
Tính năng nổi bật: Dynamic Island",Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,adambox.vn,2023-10-26 18:10 | Phân loại hàng: Blue Titanium,"Shop hỗ trợ rất nhiệt tình, giao đúng hàng đúng chất lượng",2,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,t*****u,2023-11-29 08:00 | Phân loại hàng: Black Titanium,"Như lừa đảo bán máy đểu vậy, mua đc 1 tuần thì lỗi ko nhận đc sim. Ra cửa hàng shopdunk xã đàn thì shop báo lỗi do linh kiện nhà sản xuất, nhưng vì mua qua shopee nên shop ko hỗ trợ đổi mới. Dù mua qua shopee hay mua tại cửa hàng thì vẫn là máy mua từ Shopdunk, tại sao lại ko hỗ trợ như vậy? Ba mấy tr chứ có phải mấy trăm nghìn đâu mà shop phủi tay vô trách nhiệm thế?",45,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,t*****6,2023-11-22 10:49 | Phân loại hàng: Blue Titanium,"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này.",2,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,phuonganh1520,2024-01-17 14:40 | Phân loại hàng: Natural Titanium,"Đúng với mô tả: ok
Chất lượng sản phẩm: OK
Giờ đây phải làm sao yên vui như ban đầu
Nhớ, đau, còn người vui nơi khác
Hỏi phải chăng người ta chẳng đếm được ra mình là người thứ ba…",Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,t*****g,2023-12-14 00:24 | Phân loại hàng: White Titanium,"Trộm vía mua không có vấn đề gì, hàng sẽ được bảo hành tại TTBH của apple vn nên rất yên tâm",Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,nhuong_1312,2023-11-28 09:28 | Phân loại hàng: Blue Titanium,Hình ảnh minh hoạ thui nha. Săn được deal quá hời lunnn ý . Máy ổn nha ^^,Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,khiemves,2024-01-08 11:35 | Phân loại hàng: Natural Titanium,"Đúng với mô tả: ok
Chất lượng sản phẩm: ok
Tính năng nổi bật: ok
ok",Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,love.bn,2023-11-05 23:23 | Phân loại hàng: Black Titanium,"Chất lượng sản phẩm: ok
Đúng với mô tả: ok
Tính năng nổi bật: ok
Ok",Hữu Ích?,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,saga.official.shop,2023-11-22 09:49 | Phân loại hàng: Natural Titanium,"Ship hơi lâu nha. Còn lại hoàn hảo 🤩 
Thức khuya không khác gì hành hạ và tàn phá cơ thể mình. Biến mình trở thành con gấu trúc lờ đờ với cả lố bệnh tật âm thầm bên trong. Vì vậy, hãy làm em chim sớm ngủ trước 23 giờ, dạy trước 6 giờ nhé.",1,5
Shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-15-Pro-Max-256GB-i.288286284.21993222972?sp_atk=17f3217a-2001-42fa-a6d6-18573aaa7ac9&xptdk=17f3217a-2001-42fa-a6d6-18573aaa7ac9,3/19/2024,ShopDunk Official Store,Điện thoại Apple iPhone 15 Pro Max 256GB,Apple,₫43.990.000,₫31.880.000 - ₫32.460.000,28% GIẢM,"['Natural Titanium', 'Black Titanium', 'White Titanium', 'Blue Titanium']","2,4k",5.0,472,Shopee,thanhtung1796,2023-11-17 13:35 | Phân loại hàng: Black Titanium,Sản phẩm rất tốt không có lỗi về hình thức gì. Mong là ko gặp lỗi gì trong quá trình sử dụng,Hữu Ích?,5
