id,sku,Date Crawled,brand_id,brand_name,store,product_name,current_price,discount_price,discount,colors,sold_quanlity,rating_count,rating_average
271982547,4.8977E+12,3/2/2024,112735,Oukitel,xuanhongmobile,"Điện thoại Oukitel  WP12 Pro (chống nước,chống va đập,RAM 8GB(Ram 4GB+ 4Gb),Rom 64 Gb,8 nhân)- hÀng chính hãng",2990000,2990000,0,,2,1,5
253443652,5.29773E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện Thoại Samsung Galaxy M14 5G - Hàng Chính Hãng,4212000,4212000,0,"[{'label': '4GB/128GB'}, {'label': '4GB/64GB'}, {'label': '6GB/128GB'}]",,0,0
243165179,1.83195E+12,3/2/2024,25643,OPPO,GIA DỤNG VIỆT,Điện thoại OPPO Reno8 T 4G (8GB/256GB) - Hàng Chính Hãng,8136000,8136000,0,[{'label': 'Đen'}],,0,0
253443788,5.49658E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện Thoại Samsung Galaxy M14 5G (4GB/64GB) - Hàng Chính Hãng,6000000,6000000,0,"[{'label': 'Bạc lịch lãm'}, {'label': 'Xanh Tinh Tế'}, {'label': 'Xanh mạnh mẽ'}]",,0,0
262660017,6.96974E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện Thoại Samsung Galaxy A24 (6GB/128GB) - Hàng Chính Hãng,5800000,5800000,0,"[{'label': 'Xanh'}, {'label': 'Đen'}]",1,1,5
261965186,7.64502E+12,3/2/2024,25422,Xiaomi,GIA DỤNG VIỆT,Điện Thoại Xiaomi Redmi Note 12S (8GB/256GB) - Hàng Chính Hãng,6132000,6132000,0,"[{'label': ' Đen'}, {'label': 'Xanh Dương'}, {'label': 'Xanh Lá'}]",1,1,5
193366048,2.2442E+12,3/2/2024,27468,OnePlus ,O-TECH SHOP,Điện thoại OnePlus 10T 5G - Hàng Chính Hãng,15990000,15990000,0,"[{'label': '16GB | 256'}, {'label': '8GB l 128GB'}]",,0,0
29931445,9.15321E+12,3/2/2024,169013,Ulefone,xuanhongmobile,"Ulefone Armor X 5 ( chống nước,chống va đập,pin 5.000mAh ) hàng chính hãng",3490000,3490000,0,[{'label': 'đen'}],136,38,4.6
140144656,8.96135E+12,3/2/2024,247549,Realme,Long Hưng TechZone,Điện thoại Realme C25Y (4GB/128GB) - Hàng chính hãng,4990000,3599000,28,"[{'label': 'Xanh thủy băng'}, {'label': 'Xám kim loại'}]",,0,0
253395356,1.62052E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện Thoại Samsung M14 5G 6GB/128GB - Hàng Chính Hãng,5292000,5292000,0,"[{'label': 'Bạc Thanh Lịch'}, {'label': 'Xanh Tinh Tế'}, {'label': 'Xanh Đen Mạnh Mẽ'}]",,0,0
65091422,1.9127E+12,3/2/2024,112735,Oukitel,xuanhongmobile,"Điện thoại Oukitel WP6 (Chống va đập,chống nước,Ram 6Gb,Rom 128Gb,pin 10.000mAh) - Hàng chính hãng",6990000,6990000,0,[{'label': 'cam'}],5,2,5
270544863,7.05814E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện Thoại Samsung Galaxy A24 (8GB/128GB) - Hàng Chính Hãng,6084000,6084000,0,"[{'label': ' Xanh  '}, {'label': ' Đen'}]",,0,0
215617756,8.55983E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện Thoại Samsung A14 5G 4GB/128GB - Hàng Chính Hãng,5000000,5000000,0,"[{'label': 'Trắng Pearl'}, {'label': 'Đen Midnight'}, {'label': 'Đỏ Burgundy'}]",,0,0
261964853,3.64911E+12,3/2/2024,169013,Ulefone,xuanhongmobile,"Điện thoại ulefone note 16 pro (Ram 16Gb(8+8),rom 128Gb,android 13 , camera 50MP,pin 4.400mAhm, Mở khóa vân tay, Mở khóa bằng khuôn mặt )-hàng chính hãng",5990000,5990000,0,,,0,0
274037360,1.50224E+12,3/2/2024,406575,POCO,Tiki Trading,Điện Thoại POCO C65 (6GB/128GB) - Hàng Chính Hãng,3090000,2690000,13,[{'label': 'Đen'}],2270,13,4.6
273947792,1.79002E+12,3/2/2024,18802,Samsung,Tiki Trading,"Điện thoại AI Samsung Galaxy S24 Ultra, Camera 200MP Zoom 100x, S Pen - Hàng Chính Hãng",34490000,26990000,22,"[{'label': 'Tím'}, {'label': 'Vàng'}, {'label': 'Xám'}, {'label': 'Đen'}]",351,0,0
273947785,9.45546E+12,3/2/2024,18802,Samsung,Tiki Trading,"Điện thoại AI Samsung Galaxy S24+, Camera 50MP, Màn hình 6.7""- Hàng Chính Hãng",27490000,20990000,24,"[{'label': 'Tím'}, {'label': 'Xám'}, {'label': 'Đen'}]",8,0,0
244308977,8.83064E+12,3/2/2024,25422,Xiaomi,Hồng Hạnh Mobile,Điện Thoại Xiaomi Redmi 12C 4GB/64GB - Hàng Chính Hãng,3590000,2489000,31,[{'label': 'Xanh Bạc Hà'}],9,5,4.8
121744434,8.52458E+12,3/2/2024,25422,Xiaomi,Hồng Hạnh Mobile,Điện Thoại Xiaomi Redmi 10 4GB/128GB - Hàng Chính Hãng,4290000,3119000,27,"[{'label': 'Xanh Đại Dương'}, {'label': 'Xám Carbon'}]",131,48,4.8
181918564,3.06328E+12,3/2/2024,112735,Oukitel,xuanhongmobile,"Điện thoại OUKITEL WP16 (pin 10.600mAh,  Ram 8Gb,Rom 128Gb, màn hình 6,39 in , Android 11, Máy ảnh nhìn ban đêm 20MP, chống nước IP68,chống va đập, hai SIM 4G, NFC..) – hàng chính hãng",5990000,5990000,0,,,0,0
253443951,3.51781E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện Thoại Samsung Galaxy M14 5G (6GB/128GB) - Hàng Chính Hãng,5292000,5292000,0,"[{'label': 'Bạc lịch lãm'}, {'label': 'Xanh Tinh Tế'}, {'label': 'Xanh mạnh mẽ'}]",,0,0
216092766,8.30316E+12,3/2/2024,25643,OPPO,GIA DỤNG VIỆT,Điện Thoại Oppo Reno 8T 4G (8GB/256GB) - Hàng Chính Hãng,8136000,8136000,0,"[{'label': 'Cam'}, {'label': 'Đen'}]",,0,0
147969070,6.79315E+12,3/2/2024,111684,Itel,ITEL Official Store,"Điện thoại thông minh itel A26  2 Sim 2 Sóng 4G LTE - Màn hình IPS 5.7"" - RAM 2GB + ROM 32 GB - Mở khoá bằng Gương Mặt -  Hàng chính hãng ",2390000,2390000,0,"[{'label': 'Tím'}, {'label': 'Xanh Dương'}]",7,1,5
271341795,5.93691E+12,3/2/2024,112638,Masstel,Điện Thoại TN Store,"Điện thoại smartphone Masstel Hapi 15 (2GB/16GB) - 2 Sim, Tặng kèm ốp lưng - Hàng chính hãng - Bảo hành chính hãng",1499000,1499000,0,"[{'label': ' Xanh Biển    '}, {'label': ' Đen'}, {'label': 'Màu Vàng'}]",,0,0
242771940,7.17262E+12,3/2/2024,18802,Samsung,Hồng Hạnh Mobile,Điện Thoại Samsung A04e 3GB/32GB - Hàng Chính Hãng,2990000,2129000,29,"[{'label': ' Đồng Ánh Hồng'}, {'label': 'Xanh Thời Thượng'}, {'label': 'Đen Tinh Vân'}]",1,0,0
273016223,7.76689E+12,3/2/2024,25422,Xiaomi,Hồng Hạnh Mobile,Điện Thoại Xiaomi Redmi A2 2GB/32GB - Hàng Chính Hãng,2190000,1769000,19,"[{'label': ' Đen'}, {'label': 'Xanh Dương'}]",2,0,0
57809866,6.69374E+12,3/2/2024,25422,Xiaomi,Tiki Trading,Điện thoại Xiaomi Redmi 9A (2GB/32GB) - Hàng chính hãng,2490000,1790000,28,"[{'label': 'Xanh Lá'}, {'label': 'Xanh lam'}, {'label': 'Xám'}]",6153,837,4.7
198968094,4.68543E+12,3/2/2024,25422,Xiaomi,Hồng Hạnh Mobile,Điện Thoại Xiaomi Redmi A1 2GB/32GB - Hàng Chính Hãng,2190000,1789000,18,"[{'label': ' Đen'}, {'label': 'Xanh Dương'}, {'label': 'Xanh Lá'}]",9,2,5
204671569,7.5813E+12,3/2/2024,25643,OPPO,Hồng Hạnh Mobile,Điện Thoại Oppo A17k 3GB/64GB - Hàng Chính Hãng,3290000,2599000,21,"[{'label': ' Xanh  '}, {'label': 'Vàng'}]",3,0,0
151463645,9.27632E+12,3/2/2024,229213,Bphone,xuanhongmobile,"Điện thoại Bphone A60 (Ram 6Gb,Rom 128 Gb,màn hình đục lổ FHD 6.7inch , pin 5.000mAh ) - Hàng chính hãng",6490000,6490000,0,,1,1,4
253443894,9.83933E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện Thoại Samsung Galaxy M14 5G (4GB/128GB) - Hàng Chính Hãng,4212000,4212000,0,"[{'label': 'Bạc lịch lãm'}, {'label': 'Xanh Tinh Tế'}, {'label': 'Xanh mạnh mẽ'}]",1,0,0
196760330,6.60411E+12,3/2/2024,52232,Vivo,Hồng Hạnh Mobile,Điện Thoại Vivo T1x 4GB/64GB - Hàng Chính Hãng,4490000,3489000,22,"[{'label': 'Xanh Ngân Hà'}, {'label': 'Đen Thiên Hà'}]",4,0,0
267178005,8.08386E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện thoại Samsung Galaxy A24 - Hàng chính hãng,5808000,5808000,0,"[{'label': 'Xanh Lime'}, {'label': 'Đen Vampire'}]",,0,0
37289936,1.39253E+12,3/2/2024,112735,Oukitel,xuanhongmobile,"Điện thoại Oukitel WP2 chống nước,chống va đập, pin 10.000 mAh - Hàng chính hãng",5490000,5490000,0,"[{'label': 'Vàng '}, {'label': 'Đen'}]",14,3,4.3
274116886,5.33998E+12,3/2/2024,25422,Xiaomi,Hồng Hạnh Mobile,Điện Thoại Xiaomi Redmi A2+ 3GB/64GB - Hàng Chính Hãng,2790000,2059000,26,"[{'label': ' Đen'}, {'label': 'Xanh Dương'}]",1,0,0
246163082,6.49925E+12,3/2/2024,19673,Nokia,Hồng Hạnh Mobile,Điện Thoại Nokia C30 2GB/32GB - Hàng Chính Hãng,2290000,1669000,27,[{'label': ' Xanh Lục  '}],,0,0
203278278,5.52035E+12,3/2/2024,18802,Samsung,Hồng Hạnh Mobile,Điện Thoại Samsung A04 3GB/32GB - Hàng Chính Hãng,2990000,2119000,29,"[{'label': 'Xanh Dương Xỉ'}, {'label': 'Đen Tinh Vân'}, {'label': 'Đồng Ánh Hồng'}]",55,14,5
194462682,1.49998E+12,3/2/2024,49994,ZTE,ZTE Official Store,"Điện thoại ZTE Blade A52 4GB l 64GB, Pin 5000mAh, Màn hình 6.52"", Camera AI Triple - Hàng chính hãng",3490000,3490000,0,"[{'label': 'Vàng lụa'}, {'label': 'Xanh pha lê'}, {'label': 'Xám Thiên Hà'}]",1,0,0
65492829,9.94298E+12,3/2/2024,112735,Oukitel,xuanhongmobile,"Điện thoại Oukitel WP5 Pro (Ram4GB,Rom 64Gb,pin 8.000mAh ,chống va đập,chống nước) - hàng chính hãng",3990000,3990000,0,,19,9,5
204802771,4.25806E+12,3/2/2024,25643,OPPO,GIA DỤNG VIỆT,Điện thoại Oppo A57 (4GB/128GB) - Hàng chính hãng,4632000,4632000,0,"[{'label': 'Vàng'}, {'label': 'Xanh ngọc'}]",,0,0
5868813,5.4997E+12,3/2/2024,229213,Bphone,Thế giới hàng tốt,Điện Thoại Bphone 3 - Hàng Chính Hãng,6990000,6990000,0,[{'label': 'Trắng'}],5,0,0
198203859,9.59934E+12,3/2/2024,52232,Vivo,vivo Official Store,Điện Thoại Vivo V25 5G 2022 (8GB/128GB) - Hàng Chính Hãng,10490000,7490000,29,"[{'label': 'Vàng Rạng Đông'}, {'label': 'Đen Kim Cương'}]",4,2,5
198111545,7.11398E+12,3/2/2024,52232,Vivo,vivo Official Store,Điện Thoại Vivo V25e 2022 (8GB/128GB) - Hàng Chính Hãng,8490000,6490000,24,[{'label': 'Den Kim Cuong'}],2,1,5
181216830,1.01002E+12,3/2/2024,49994,ZTE,ZTE Official Store,"Điện thoại ZTE Blade V40 Vita (ZTE 8045) - MH giọt nước HD+ 6.75"" - Pin 6000 mAh sạc nhanh 22.5W -  Bộ nhớ mở rộng (4+2)GB - Hàng chính hãng",4290000,4290000,0,[{'label': 'Xám Thiên Hà'}],,0,0
216934468,8.44741E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện thoại Samsung Galaxy A14 5G (4GB/128GB) - Hàng chính hãng,5000000,5000000,0,"[{'label': 'Trắng Pearl'}, {'label': 'Đen Midnight'}, {'label': 'Đỏ Burgundy'}]",1,1,5
215543460,9.5486E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện Thoại Samsung Galaxy A14 5G (4GB/128GB) - Hàng Chính hãng,5190000,5190000,0,"[{'label': 'Trắng'}, {'label': 'Đen'}, {'label': 'Đỏ'}]",2,1,5
189658085,3.35822E+12,3/2/2024,25643,OPPO,GIA DỤNG VIỆT,Điện Thoại Oppo A57 (4GB/64GB) - Hàng Chính Hãng,4284000,4284000,0,"[{'label': 'Xanh'}, {'label': 'Đen'}]",,0,0
273186334,1.78632E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện thoại Samsung Galaxy A05s 4GB/128GB- Hàng Chính hãng,3980000,3980000,0,"[{'label': ' Đen'}, {'label': 'Bạc (Silver)'}, {'label': 'Xanh lá nhạt'}]",,0,0
249168949,4.41904E+12,3/2/2024,18802,Samsung,Nguyễn Kim Official,Điện thoại Samsung Galaxy A34 5G 8GB/128GB Bạc - Hàng chính hãng,8490000,7600000,10,,,0,0
140747649,9.72751E+12,3/2/2024,247549,Realme,Long Hưng TechZone,Điện thoại Realme C11 2021 (4GB/64GB) - Hàng chính hãng,3790000,3790000,0,"[{'label': 'Xanh biển'}, {'label': 'Xám khói'}]",1,0,0
168320000,5.7383E+12,3/2/2024,25422,Xiaomi,GIA DỤNG VIỆT,Điện Thoại Xiaomi Redmi 9A (2GB/32GB)- Đã kích hoạt bảo hành điện tử- Hàng Chính Hãng - Granite Gray,2088000,2088000,0,,,0,0
212329857,3.29178E+12,3/2/2024,25422,Xiaomi,GIA DỤNG VIỆT,Điện thoại Xiaomi Redmi 9A 2GB/32GB Xám - Hàng chính hãng,2088000,2088000,0,,1,1,5
251448280,9.74561E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Samsung Galaxy A34 5G A346E (8+128G) Silver Bạc - Hàng Chính Hãng (chỉ giao HN và một số khu vực),7164000,7164000,0,,,0,0
138867253,6.18305E+12,3/2/2024,162007,Tecno,Long Hưng TechZone,Điện thoại TECNO Spark 6 Go (4GB/64GB) - Hàng chính hãng,2559000,2559000,0,[{'label': 'Băng cẩm thạch'}],4,1,4
244355503,7.42454E+12,3/2/2024,18802,Samsung,MT Smart Official Store ,Điện thoại Samsung Galaxy A04s (4GB/64BG) - Hàng chính hãng,3990000,3990000,0,"[{'label': 'Black'}, {'label': 'Copper'}, {'label': 'Green'}]",,0,0
272200109,7.31667E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện Thoại Samsung Galaxy A04e - Hàng Chính Hãng,2340000,2340000,0,[{'label': '3GB/32GB'}],,0,0
244182370,5.9165E+12,3/2/2024,18802,Samsung,MT Smart Official Store ,Điện thoại Samsung Galaxy S23 Ultra 1TB - Hàng chính hãng,44990000,44990000,0,[{'label': 'Cream'}],,0,0
245770363,5.2521E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện thoại Samsung Galaxy A04e (3GB/32GB) - Hàng chính hãng,2325000,2325000,0,"[{'label': 'Xanh Thời Thượng'}, {'label': 'Đen tinh vân'}, {'label': 'Đồng ánh hồng'}]",,0,0
263060294,8.14402E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện thoại di động Samsung A24 (6G/128G) - Hàng chính hãng - Đã kích hoạt bảo hành điện tử,5808000,5808000,0,"[{'label': ' Đen'}, {'label': 'Xanh lá nhạt'}]",,0,0
261962220,6.84408E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện Thoại Samsung Galaxy A24 (6GB/128GB) - Hàng Chính Hãng,5808000,5808000,0,"[{'label': ' Xanh  '}, {'label': ' Đen'}]",,0,0
219392186,5.9807E+12,3/2/2024,25643,OPPO,GIA DỤNG VIỆT,Điện thoại OPPO CPH2471 - A17k Vàng - Hàng Chính Hãng (chỉ giao HN và một số khu vực),3276000,3276000,0,,,0,0
249169833,9.42022E+12,3/2/2024,18802,Samsung,Nguyễn Kim Official,Điện thoại Samsung Galaxy A34 5G 8GB/128GB Đen - Hàng chính hãng,8490000,7600000,10,,,0,0
191689727,3.58265E+12,3/2/2024,25643,OPPO,GIA DỤNG VIỆT,Điện thoại OPPO CPH2387 - A57 Đen - Hàng Chính Hãng,4284000,4284000,0,,,0,0
181699053,7.04576E+12,3/2/2024,25422,Xiaomi,GIA DỤNG VIỆT,Điện thoại Xiaomi Redmi 9A - Hàng chính hãng,2088000,2088000,0,"[{'label': 'Blue'}, {'label': 'Green'}, {'label': 'Grey'}]",,0,0
242712374,6.91714E+12,3/2/2024,18802,Samsung,MT Smart Official Store ,Điện thoại Samsung Galaxy S23 Ultra 256GB - Hàng chính hãng,31990000,31990000,0,"[{'label': 'Black'}, {'label': 'Cream'}, {'label': 'Green'}, {'label': 'Lavender'}]",,0,0
219400421,8.62458E+12,3/2/2024,25643,OPPO,GIA DỤNG VIỆT,Điện thoại OPPO CPH2471 - A17k Xanh - Hàng Chính Hãng (chỉ giao HN và một số khu vực),3276000,3276000,0,,,0,0
